File,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,ASM,Mean,Std,Variance,Skewness,Kurtosis,Entropy,LBP_Mean,LBP_Std,LBP_Energy,Cluster,Motif
motif1.jpg,258.11488294314387,11.635373467112599,0.11909988547399585,0.019271862449546685,0.8051202404292709,0.0003714046822742476,86.3317,25.741237292178134,662.6112973322223,0.8441577275150315,0.3584887406802397,6.599394747017005,4.464744444444444,2.2049341993765363,2231611.0,2,motif1
motif2.jpg,948.5182608695652,19.16865105908584,0.23485264282896326,0.06729144641457555,0.9223982813979518,0.004528138760565691,177.31045555555556,78.2024964478843,6115.630450681358,-0.660411249127299,-1.1055854700082985,6.8341527229633074,4.723644444444444,2.0924267798744602,2402196.0,0,motif2
motif3.jpg,560.2699108138239,18.372920847268677,0.0664618248724337,0.010473868307783402,0.8259951935088563,0.00010970191732878953,111.88527777777777,40.14152470296059,1611.3420054783953,0.347161131263438,-0.8246072166691345,7.241595763239356,4.3937333333333335,2.119789469630311,2141856.0,1,motif3
motif4.jpg,562.6518283166109,16.95947603121516,0.11452101952816712,0.01781380847339173,0.9149081359294439,0.00031733177232668293,82.32622222222223,57.520995598279455,3308.6649346172844,0.4774608647096511,-1.0348800951399446,7.399457555904102,4.523255555555555,2.1252276378000396,2247879.0,2,motif4
motif5.jpg,78.61717948717948,6.11102564102564,0.21125069243033187,0.023016669328669838,0.9435497620864094,0.0005297670669853308,77.0770111111111,26.38934196392107,696.3973692887655,-0.00894625499913129,-0.8696789826983444,6.6727756101650835,4.662355555555555,2.4487767028144716,2496066.0,0,motif5
motif6.jpg,322.0052842809365,12.591839464882945,0.16690038536381444,0.043959434729148816,0.8598311080659503,0.0019324319017062948,83.12535555555556,33.92063019242653,1150.609152651358,0.37991261361883183,-0.8828407700123861,6.573411854479694,4.692488888888889,2.3608974811590633,2483396.0,0,motif6
motif7.jpg,1210.9559754738016,25.083623188405802,0.09120188299866036,0.012672672868085214,0.9140784578908636,0.00016059663762150311,142.15993333333333,83.974776630949,7051.7631102177775,-0.2654054723832084,-1.5235070692149084,7.711497519630982,4.391644444444444,1.8894070693157279,2057076.0,1,motif7
motif8.jpg,1766.471148272018,33.54907469342252,0.04266307354058327,0.007447742442323675,0.7564645556387275,5.546886748718943e-05,146.10146666666665,60.26816530275333,3632.2517489600004,-0.35609347025712934,-1.0038403906952722,7.743986580725111,4.357855555555555,2.075619174346195,2096919.0,1,motif8
motif9.jpg,391.66431438127086,11.078227424749164,0.265468837883244,0.027580753999813155,0.9705380554611481,0.0007606979911982094,147.73881111111112,81.54178514607567,6649.062724808766,-0.3826717955656122,-1.6008580375504653,7.239890900083034,4.622988888888889,1.9567337750811198,2268075.0,2,motif9
motif10.jpg,177.44828316610923,8.745808249721293,0.16122598873089922,0.02343967869769357,0.9479421788176353,0.0005494185374511097,102.12574444444445,41.29255649227866,1705.0752216680246,0.4479967370413777,-1.361707805068591,6.812087644214672,4.4282111111111115,1.96036326562448,2110687.0,1,motif10
